125

2 2
22 11 -10
60 25 -32
13 55 -9
74 70 -11
24 17 -10
67 51 -12
78 48 9
29 33 -25
28 55 -1
22 68 -8
12 33 5
54 73 -5
42 27 3
75 25 6
39 16 -32
75 90 -12
24 18 -21
73 91 13
26 34 10
81 28 -29
2 32 12
42 77 0
68 29 5
17 91 -20
71 81 17
10 1 8
59 77 -22
13 48 1
53 15 22
30 3 3
52 7 15
39 18 4
85 19 -8
81 3 -13
8 42 31
70 36 -3
65 19 29
4 45 7
29 50 -8
59 36 -16
8 27 5
76 37 -20
75 84 8
69 1 27
32 42 -9
30 36 -19
37 59 30
50 5 -8
77 59 -1
71 62 -12
28 2 15
15 46 12
32 47 20
69 10 -13

16 40
8 14 -1
2 12 20
10 15 -26
12 4 -32
2 0 -1
2 6 0
3 2 28
3 13 22
6 11 1
5 8 19
4 11 22
6 8 29
3 9 30
11 6 -15
10 14 -2
6 2 21
5 14 31
6 9 -12
1 12 -24
1 4 -29
9 13 -18
12 13 7
5 6 27
1 11 30
13 6 2
6 3 -16
8 7 15
2 9 15
13 12 6
13 9 20
0 2 -24
6 1 -25
9 4 6
6 0 -25
7 14 -29
4 15 30
3 1 9
1 3 -15
12 11 -31
11 7 -23

83 67
29 67 31
27 5 31
42 73 18
49 74 2
49 53 29
61 17 -11
67 59 -28
3 54 22
57 36 25
52 1 -14
37 11 -5
48 6 19
5 14 -8
46 66 23
50 30 26
57 54 -22
53 31 -9
44 25 19
20 1 -29
73 71 29
41 78 -15
42 7 8
25 10 -22
10 82 26
45 66 31
16 9 -25
8 36 18
13 2 18
74 57 -32
15 33 22
69 43 -26
24 82 -13
63 72 29
39 79 21
41 50 -10
13 57 25
41 4 2
42 59 9
38 31 -25
59 65 -9
6 39 -18
76 45 25
54 37 26
41 68 -6
65 82 29
41 27 24
61 79 -6
22 40 -23
13 31 23
30 9 -22
79 4 -28
26 37 29
18 8 16
17 59 -1
24 81 -32
73 49 -26
76 7 -12
1 23 -32
43 81 -25
5 69 30
15 24 17
47 33 -7
13 74 31
31 6 9
30 24 31
16 35 0
19 62 -7

45 21
1 5 -26
17 26 8
19 24 29
38 11 -1
19 17 -16
40 21 1
31 41 -6
30 6 -4
18 38 -22
31 42 1
17 12 21
21 17 0
13 40 -27
43 8 28
35 36 -21
43 27 -22
0 16 -20
4 31 3
3 28 24
40 31 14
6 8 12

70 42
43 69 -32
1 42 -2
15 42 -6
14 56 6
54 25 11
9 54 -5
21 58 -1
62 49 -16
34 35 8
44 35 0
67 2 -14
8 23 17
64 5 9
54 15 -11
8 5 -11
49 12 0
57 13 4
46 43 28
45 43 -5
36 65 -31
63 42 -5
18 59 -22
45 38 -27
2 24 -5
39 1 -5
62 27 28
65 49 -2
33 32 1
46 26 8
20 65 -15
50 7 2
67 64 -18
4 48 10
2 8 -29
53 9 -9
18 16 14
4 65 -27
48 25 19
16 40 16
40 25 -12
24 56 -16
53 38 -13

100 157
52 31 3
32 7 -24
1 86 -6
11 35 -28
67 68 -6
82 83 -29
75 1 -22
18 73 11
51 23 30
50 35 23
5 3 -16
40 68 -2
68 59 -19
56 3 -22
45 31 8
56 63 -18
8 59 25
44 11 12
24 1 13
68 64 2
59 88 -17
53 15 7
32 98 24
70 40 -24
73 78 -15
10 69 -16
13 86 -19
51 33 -25
50 11 -19
17 3 -11
85 1 0
72 55 16
33 46 -21
35 95 -18
31 49 -27
64 35 16
26 14 -24
6 43 15
43 91 1
29 16 5
12 62 29
72 48 -20
77 55 -25
92 93 -4
69 18 -16
52 75 1
98 95 13
50 27 9
59 15 23
95 31 20
51 72 -19
69 43 16
5 38 -14
39 9 -32
53 89 -8
45 4 14
65 56 -14
2 61 22
55 53 15
79 76 -2
93 36 -20
68 84 18
70 22 2
8 67 29
87 26 -17
94 72 -24
25 43 11
95 92 -5
39 41 -23
71 17 9
32 1 -20
50 56 -23
82 89 29
10 76 -23
48 35 10
37 96 7
4 76 -20
97 27 -6
86 29 10
23 89 -22
23 57 -24
34 33 -26
40 34 19
7 77 19
51 63 -9
13 0 15
58 52 16
30 33 -21
16 53 5
83 2 -9
11 75 19
90 70 -23
13 42 16
52 26 24
96 62 11
47 78 6
11 63 19
34 46 -3
72 45 1
35 63 13
33 48 23
80 85 -23
80 76 31
81 27 -1
66 45 7
98 13 -11
0 17 -27
73 9 24
41 0 -15
21 41 13
21 80 -15
62 63 -11
42 6 28
73 40 29
87 80 -12
64 0 -7
15 19 18
76 88 -21
12 38 -22
62 54 -13
29 88 -24
88 68 29
6 24 13
70 3 24
78 37 -22
49 6 13
55 61 5
61 70 30
22 90 -20
81 10 -26
91 88 -2
99 65 6
49 77 16
2 46 17
35 22 8
42 45 19
25 52 -5
42 12 -22
44 85 -32
54 96 -26
83 3 3
44 37 21
41 80 23
62 84 -5
6 88 23
18 0 -4
64 14 -27
83 70 15
66 18 -29
68 11 10
14 10 20
71 76 -26
18 29 28
68 88 0
9 84 17
4 44 21
60 71 -14

36 130
27 17 -1
31 29 -23
26 4 17
1 0 5
21 4 -7
6 0 13
32 5 30
35 30 -20
15 26 25
30 27 -10
16 0 19
20 33 -7
31 6 2
32 1 -24
10 8 -23
30 9 10
35 25 -18
24 9 31
11 4 -5
32 31 27
2 27 -32
0 34 -2
0 10 -23
20 30 14
28 19 -8
3 16 19
10 14 19
2 22 -13
31 4 -18
17 31 -7
30 33 12
34 30 -14
2 6 11
22 6 -28
23 12 2
18 25 -8
31 13 12
33 12 -18
15 8 28
22 29 12
35 5 3
23 1 -25
2 26 -16
20 0 21
18 15 -18
33 31 -20
12 28 -18
34 15 -7
0 14 -21
2 3 9
1 20 -27
14 1 -26
16 32 -12
1 13 -13
29 13 23
24 8 -16
19 5 21
22 2 18
7 3 -25
17 21 10
6 33 -14
13 7 -4
19 23 -23
18 24 -15
10 1 1
35 33 -18
9 6 21
23 26 -22
28 10 -10
27 5 -26
8 26 11
32 26 -5
21 7 -29
33 20 4
6 22 -9
1 9 -21
10 29 -11
15 1 -25
6 3 -26
25 3 21
8 10 -6
10 5 -22
13 16 23
23 9 4
5 17 -6
25 13 23
10 35 28
15 16 -24
9 26 16
33 16 21
31 3 25
34 18 -29
21 19 24
27 10 -25
32 17 -19
9 27 -1
3 18 29
22 0 -3
23 17 24
31 1 -14
30 32 25
4 21 24
17 0 27
18 7 -20
9 22 8
13 11 22
34 0 -29
34 9 -2
15 28 27
3 19 8
28 1 31
12 26 -11
13 1 11
17 27 21
5 31 17
11 25 6
21 5 8
32 25 5
2 9 -24
3 31 -23
12 10 26
21 32 10
24 12 29
33 10 20
2 14 -32
5 14 -26
30 24 -29
4 33 12
30 16 -1
8 29 -6

97 67
76 31 -17
49 93 2
53 1 2
51 16 -31
75 26 -13
70 20 -21
30 38 11
28 38 29
49 38 -21
61 32 2
90 18 8
84 75 -4
75 62 18
96 79 14
82 29 18
90 45 13
46 42 30
20 41 12
47 13 -24
63 34 9
57 72 30
37 56 -16
20 53 6
89 14 -9
71 69 -24
72 91 12
66 22 6
21 63 -8
32 78 -1
66 3 0
12 86 28
11 5 -13
24 16 -10
83 13 23
28 73 12
11 66 -21
28 79 -21
82 85 -32
53 20 5
40 61 -16
33 15 -7
12 19 31
66 40 -26
12 11 23
64 41 -11
77 80 -26
96 64 -10
82 70 -27
29 49 -25
19 72 -19
47 86 11
59 90 -16
20 57 25
4 31 -27
88 34 -6
40 8 -21
9 69 -29
22 29 26
82 3 31
71 44 -18
56 76 -25
95 55 15
84 6 -11
60 76 21
5 39 -20
30 54 -2
28 58 9

43 82
11 17 -16
4 38 -22
20 1 -11
1 27 -21
13 20 -23
22 7 -25
9 3 -27
7 29 -28
3 18 21
26 7 -18
16 4 -2
2 9 2
20 8 -15
19 42 -11
41 28 16
36 6 -28
29 31 -14
29 13 15
5 2 -30
27 7 15
25 4 -2
25 1 11
36 16 -4
30 29 6
17 16 1
37 3 14
28 34 -17
24 4 29
29 7 -25
19 3 -19
24 12 -4
13 3 19
40 22 25
28 26 15
8 5 -9
15 24 -11
23 36 -11
19 34 -3
34 0 23
20 4 29
5 17 -20
9 25 8
27 9 4
18 35 21
11 41 -28
34 22 -32
6 17 -16
17 26 -15
33 22 -24
3 42 -9
1 22 -19
4 19 -23
9 7 17
28 35 18
12 26 4
19 30 15
29 9 20
10 32 -29
33 12 -2
2 30 -24
25 11 -8
18 3 15
36 31 1
32 12 16
2 18 -20
21 4 -21
33 32 -16
26 28 22
0 22 21
0 29 12
41 10 7
17 11 20
12 17 15
5 20 -11
24 31 -19
13 42 29
21 5 10
36 13 16
0 26 3
20 17 -32
20 24 -13
4 17 9

12 30
11 5 25
7 9 23
3 5 -23
8 10 21
1 0 12
7 8 -7
5 4 25
3 4 -32
2 0 8
9 8 14
8 6 14
10 5 16
4 10 -4
0 10 -17
4 6 -25
0 11 -4
4 2 -13
10 2 -29
9 6 24
0 7 28
1 9 2
11 1 25
1 10 -8
2 1 -2
8 4 -10
5 1 -7
5 8 17
10 3 26
7 5 6
3 7 27

71 173
47 1 22
6 51 26
5 21 -27
66 15 -7
19 12 20
9 46 -4
44 58 6
29 7 -18
69 36 5
35 5 27
32 40 29
43 27 -29
23 62 26
7 64 10
10 51 -24
16 70 -6
57 46 -9
37 21 -5
19 29 -26
11 62 18
11 65 -11
36 18 -5
63 6 -31
5 9 25
43 22 -17
63 40 -30
22 11 18
10 64 5
28 21 3
66 64 28
6 19 8
36 11 17
69 8 15
23 61 -22
64 5 1
53 34 2
23 10 -25
44 49 -26
70 51 -31
59 66 -17
14 57 -8
51 69 -21
6 44 24
19 59 17
39 2 13
28 44 -24
56 58 -9
54 45 23
60 68 -21
14 61 -30
65 53 -14
4 55 25
49 46 -24
23 33 5
37 5 17
51 59 7
11 38 17
26 56 4
53 51 27
1 17 4
49 10 -10
62 2 7
27 59 -18
22 38 -26
46 34 -26
44 1 20
44 57 4
21 45 -30
17 70 12
33 39 -28
51 60 -6
61 34 20
57 36 -16
56 62 -7
17 30 -19
61 38 7
9 7 -26
21 42 9
67 33 11
3 57 28
31 60 -30
20 48 -28
23 37 -3
54 13 -7
55 63 -31
59 6 -16
27 55 12
50 30 -17
35 10 18
42 55 -22
59 65 6
11 42 14
44 67 -28
69 32 -16
58 25 -7
43 37 -1
27 38 -2
51 30 16
12 70 23
10 24 -29
47 55 30
5 45 21
12 63 -8
52 16 -26
62 8 -6
1 43 0
46 44 -5
31 56 11
21 38 -32
41 26 15
60 54 15
44 41 12
10 66 -9
62 42 -27
36 37 7
22 67 -4
31 3 5
42 1 21
16 62 -16
28 20 0
41 69 -3
46 32 -27
30 11 -26
65 12 3
0 25 16
54 42 5
57 30 -14
59 45 -5
0 29 -22
61 46 -13
22 21 -4
56 47 23
55 56 -21
62 70 -1
48 8 29
26 68 -16
61 26 5
18 52 -26
11 0 1
36 67 -22
61 51 -16
63 12 5
68 65 26
52 55 16
45 13 15
2 38 -4
38 10 26
41 51 16
13 11 6
36 65 -17
68 33 28
64 9 -12
33 69 -31
24 35 8
50 63 18
17 51 26
20 30 -13
6 56 0
45 3 -16
59 70 -25
49 21 -10
24 2 -26
37 3 -28
45 54 4
41 65 10
12 47 25
17 18 -25
50 5 31
8 59 -26
23 32 31
5 20 18
49 50 -16
6 50 6

38 134
20 29 8
33 24 -28
17 29 -6
15 1 24
14 27 4
26 12 30
28 23 22
1 31 0
16 17 -29
15 19 27
21 10 -19
17 37 14
2 32 10
30 6 -19
29 2 -7
12 1 -26
29 18 17
10 34 5
10 0 24
10 30 -32
5 33 19
11 13 -20
3 31 -6
0 25 -11
7 11 -8
28 12 22
18 24 -17
34 3 -18
20 13 -11
7 35 17
13 10 25
10 16 12
18 11 23
37 9 6
21 22 24
13 15 -1
24 23 -8
17 31 31
22 8 -27
26 32 25
28 22 -9
17 5 -3
35 0 -27
2 11 -16
21 4 -28
15 16 -30
31 37 7
20 19 17
14 26 -13
5 31 15
12 2 8
33 30 3
17 32 29
1 32 6
30 19 13
9 28 -24
13 19 -22
21 0 -1
23 12 23
23 36 15
22 11 -30
37 31 7
25 7 -18
22 12 8
35 28 -28
8 16 -18
37 24 -23
20 2 26
29 6 4
13 20 -13
3 10 13
3 33 -22
2 0 17
28 1 -12
36 11 -7
33 6 -21
12 24 6
11 16 -22
28 10 2
12 19 16
37 14 22
0 6 -8
25 15 0
28 20 17
13 2 30
28 3 -27
13 18 29
15 25 9
19 30 -6
10 36 29
0 13 4
37 28 9
29 28 3
24 19 6
19 0 -30
13 34 -5
9 3 7
12 22 5
3 23 17
23 11 11
23 33 -17
19 1 31
11 0 2
3 16 -21
33 12 31
30 7 22
19 11 -3
9 5 29
14 32 -11
26 11 -16
20 0 27
23 2 -22
31 18 -3
13 1 -16
32 13 23
37 10 0
33 10 4
10 22 22
22 4 19
20 28 4
31 11 -4
11 27 -28
4 35 21
19 26 18
1 24 -17
8 2 25
32 1 -23
26 2 -24
33 27 -12
25 5 -6
14 1 3
30 28 -8
13 32 8
2 37 -31

82 115
10 0 -4
1 18 0
27 18 0
33 53 -10
79 40 31
25 74 22
53 23 -8
74 15 1
24 25 -15
54 78 30
52 1 -15
42 6 -27
18 41 30
14 45 13
72 67 -24
70 64 -23
8 12 -4
57 64 29
6 29 -3
12 50 -15
49 32 27
46 63 -25
51 36 -6
14 39 28
61 24 -32
7 38 28
38 13 -23
22 50 -17
42 72 21
70 7 -4
74 39 -6
19 6 24
30 0 -14
36 37 -15
46 76 -29
32 71 -24
51 75 -20
60 39 17
32 53 -23
46 51 -14
54 76 23
34 11 17
42 1 -32
20 76 23
9 71 19
35 70 -29
24 69 -28
67 11 27
20 19 6
59 26 -2
64 51 -13
10 52 -4
24 41 0
65 67 6
5 23 14
52 72 10
31 74 1
25 8 13
36 7 -12
38 46 7
19 64 -23
12 3 3
21 17 -21
37 75 -6
57 68 22
23 2 -3
63 59 -23
12 20 11
33 31 6
33 47 -17
44 56 13
15 81 10
44 74 23
44 70 -7
78 25 3
29 8 -30
26 64 -6
57 59 19
10 21 1
43 25 9
78 6 5
20 42 -9
39 17 1
5 70 29
62 33 23
16 39 -25
51 26 -8
15 12 -6
5 13 -16
62 25 -18
77 19 -14
55 2 27
64 37 -7
11 80 14
64 62 -9
71 81 -1
33 76 29
27 13 -20
50 23 7
28 6 30
40 39 -10
33 22 14
35 22 1
20 68 28
20 47 -18
0 70 18
81 24 8
58 27 -3
74 16 22
28 25 29
14 63 -18
24 34 -30
8 44 -22
14 8 -20
48 15 -20

25 84
15 20 -3
0 9 -3
16 0 -18
2 24 -8
13 17 -17
11 4 23
13 6 3
20 13 10
24 11 -26
9 24 -19
1 3 -13
15 4 13
16 3 -15
5 4 7
11 20 -26
21 22 24
9 18 -2
14 19 30
9 22 7
4 19 -13
18 15 -30
16 5 22
20 14 -30
2 6 22
21 8 -11
24 1 1
12 4 8
24 7 31
14 17 20
15 14 -10
1 10 22
17 23 -15
13 16 -16
10 8 -3
1 6 22
17 16 24
8 24 -17
13 1 23
23 17 18
22 15 16
21 10 -30
8 6 4
22 9 -13
23 15 -13
4 1 -27
2 21 19
24 10 -27
17 19 17
17 7 -32
10 19 -32
18 1 25
17 4 16
7 21 8
8 12 -17
20 7 -14
5 12 11
17 22 27
11 2 5
8 22 -10
16 17 -2
7 2 -31
9 13 17
4 5 27
7 0 4
2 11 -18
8 13 -22
19 23 -22
10 20 17
20 11 20
6 7 -32
2 17 -18
8 4 22
8 7 22
1 18 25
23 22 3
2 10 15
13 24 30
19 21 13
18 21 31
10 15 -16
19 16 24
20 19 18
22 23 -22
23 10 7

58 144
22 56 -16
48 47 -16
25 10 6
14 48 -1
7 17 -4
44 54 -27
57 35 7
36 39 2
6 50 -17
52 46 22
22 19 19
56 36 -22
4 55 -15
26 48 -22
7 18 4
14 35 13
17 13 17
51 11 -12
7 15 7
3 55 13
0 7 -3
21 27 1
47 21 16
50 54 -10
54 9 2
45 47 -10
41 44 19
6 45 -23
10 7 -16
49 23 11
33 30 -1
45 25 -25
30 41 -20
56 9 0
3 40 23
8 9 -11
47 10 -26
39 38 -6
55 15 -17
57 43 -5
31 29 -7
3 22 -31
55 6 25
20 55 -14
43 2 -12
54 24 -9
7 44 -2
57 56 -29
23 30 1
16 26 -12
47 5 3
49 2 21
37 34 -6
14 25 16
22 13 22
14 21 -10
21 37 -14
5 37 -16
5 52 -22
41 47 0
29 20 -16
25 43 -1
23 39 -3
0 47 10
23 56 24
3 0 -8
7 49 -31
33 14 -7
48 21 -22
21 38 29
7 16 -4
48 57 -31
17 5 12
36 12 -28
42 35 -30
51 9 -26
30 33 -32
12 44 -10
32 11 -22
1 22 -26
15 17 22
7 19 -18
23 48 12
9 46 -17
5 6 20
37 0 -30
30 40 9
53 49 22
22 10 -25
53 21 24
46 18 -2
12 47 -1
55 9 27
45 35 -7
44 9 -11
25 40 18
25 39 16
26 20 29
56 7 9
0 2 10
13 47 13
6 51 31
8 51 -19
39 33 -31
31 6 20
14 50 -25
20 12 5
29 12 -23
22 43 -30
35 29 18
26 44 31
6 7 -20
18 30 30
15 32 19
8 35 -8
52 38 -31
51 16 21
31 20 -5
32 49 -16
20 31 -1
13 30 -7
38 29 -17
10 38 -26
13 4 9
26 56 24
35 50 9
19 2 -12
21 31 -10
56 0 27
55 54 24
32 8 -7
29 44 20
52 40 16
50 27 -12
33 17 15
50 36 12
33 48 11
30 55 5
43 14 -16
32 6 22
21 23 20
5 15 -6
29 42 -23
6 0 11

33 32
18 19 4
3 20 -20
1 7 -14
14 21 27
29 14 -9
14 13 17
4 6 5
3 5 -16
7 22 -3
26 10 -26
29 28 6
15 8 1
20 11 6
19 0 28
11 21 26
12 15 14
25 19 19
29 17 6
31 23 21
18 11 -26
9 4 24
16 26 -14
17 26 17
18 27 -7
25 5 -26
30 0 4
20 26 29
10 8 9
12 14 3
26 25 2
31 32 -4
23 9 26

6 15
3 4 -6
4 2 -17
3 2 -22
2 3 2
5 2 -17
2 5 31
1 4 -18
0 2 24
4 0 22
0 5 5
1 0 -23
4 1 20
1 2 -12
5 0 2
1 3 24

43 140
29 11 6
30 18 -8
38 42 -17
11 33 -23
6 30 -16
31 10 -14
12 3 -28
40 19 -5
40 27 -2
1 27 6
25 39 -5
0 28 2
17 6 13
29 5 17
8 33 -5
12 40 12
21 9 7
12 22 9
7 30 -3
18 7 25
26 35 12
24 12 6
7 32 19
20 11 -6
22 41 -2
4 34 16
39 3 13
9 14 -5
30 35 -25
22 11 16
31 21 -21
16 8 -8
2 38 -7
27 41 -26
21 23 29
5 30 2
10 35 -9
10 32 -31
0 33 14
39 17 -2
23 26 -31
8 16 -25
20 30 -8
2 42 -24
42 40 5
3 2 -19
36 37 -8
8 41 -11
27 31 25
33 35 -18
20 10 -20
40 22 -26
9 39 0
6 12 9
5 35 -7
24 5 10
42 8 19
36 24 3
36 13 15
23 33 5
25 32 -20
34 23 -9
25 31 4
4 6 18
5 38 -4
4 33 -1
21 32 -13
9 37 6
5 26 -32
13 31 -17
36 12 -29
11 42 -25
23 22 10
25 18 27
23 31 -25
19 20 21
39 32 12
32 8 14
38 16 17
41 27 19
39 14 10
17 21 7
15 33 -22
4 35 -15
30 36 18
32 19 24
37 20 -3
10 36 -7
38 41 29
9 5 -29
11 16 -1
0 8 -19
10 23 -19
39 34 -1
9 34 -28
17 11 13
3 4 -23
10 4 17
29 14 1
3 21 24
28 5 23
4 17 -22
8 5 -14
29 17 10
40 32 3
13 6 5
18 30 -10
40 39 -29
23 36 -28
32 31 -12
9 18 -14
26 6 26
34 29 -19
23 10 -10
42 33 -14
5 32 -15
39 28 -13
7 28 -27
9 16 -31
16 27 -21
24 0 -27
20 4 -2
16 19 23
0 21 -1
26 39 9
41 25 -21
36 0 -10
18 1 8
23 0 27
31 35 -15
35 4 -15
22 35 26
17 5 26
2 7 26
24 27 18
21 17 -32
17 9 5
33 29 8
12 8 -6
11 0 -4

11 37
2 3 -27
8 1 -11
10 9 1
6 3 -22
9 4 -20
9 5 31
1 3 31
7 2 -17
3 4 1
8 10 -10
7 5 12
0 5 26
6 9 3
5 7 0
2 6 -31
3 9 0
6 5 11
9 1 21
2 5 9
0 10 -17
3 0 -11
2 7 -17
10 4 20
5 9 15
0 6 -26
1 2 -8
5 2 9
4 9 -19
0 4 -26
1 9 -6
10 1 17
1 4 18
4 10 -26
5 0 -14
7 1 -28
10 6 -22
4 2 14
